Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,cpu_brand,cpu_series,touch,is_new,has_discrete_gpu,price_per_ram_gb,price_per_storage_gb,price_tier,ram_tier
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,8,256,SSD,Integrated,14.0,No,538.0,Intel,Core i7,0,0,0,67.25,2.1016,Mid-range,Low (<=8GB)
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,Integrated,14.0,No,1689.06,Intel,Core i7,0,0,0,105.57,3.2989,Premium,Mid (16GB)
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,520.0,Intel,Core i5,0,0,0,65.0,2.0312,Mid-range,Low (<=8GB)
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,1074.06,Intel,Core i5,0,0,0,134.26,4.1955,High-end,Low (<=8GB)
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,Integrated,15.6,No,1889.25,Intel,Core i7,0,0,0,118.08,3.6899,Premium,Mid (16GB)
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Integrated,13.3,Yes,866.0,Intel,Core i5,1,0,0,108.25,3.3828,Mid-range,Low (<=8GB)
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,HP,255,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,599.0,AMD,Ryzen 5,0,0,0,74.88,1.1699,Mid-range,Low (<=8GB)
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",Refurbished,HP,Omen,Intel Core i7,8,1000,SSD,GTX 1050,15.6,No,784.69,Intel,Core i7,0,0,1,98.09,0.7847,Mid-range,Low (<=8GB)
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 2060,15.6,No,863.44,AMD,Ryzen 7,0,0,1,53.96,0.8634,Mid-range,Mid (16GB)
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,HP,Omen,AMD Ryzen 9,16,1000,SSD,RTX 3070,16.1,No,1242.39,AMD,Ryzen 9,0,0,1,77.65,1.2424,High-end,Mid (16GB)
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1499.0,Intel,Core i7,0,0,1,93.69,1.499,High-end,Mid (16GB)
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,No,1198.64,Intel,Core i7,0,0,1,37.46,1.1986,High-end,High (32GB)
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,829.33,AMD,Ryzen 7,0,0,1,51.83,1.6198,Mid-range,Mid (16GB)
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 2080,17.3,No,1297.04,Intel,Core i7,0,0,1,40.53,1.297,High-end,High (32GB)
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,1606.44,Intel,Core i7,0,0,1,50.2,1.6064,Premium,High (32GB)
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,911.84,Intel,Core i7,0,0,1,56.99,0.9118,Mid-range,Mid (16GB)
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,GTX 1650,15.6,No,676.84,AMD,Ryzen 7,0,0,1,42.3,0.6768,Mid-range,Mid (16GB)
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3070,15.6,No,1199.99,AMD,Ryzen 7,0,0,1,75.0,1.2,High-end,Mid (16GB)
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,912.44,AMD,Ryzen 7,0,0,1,57.03,0.9124,Mid-range,Mid (16GB)
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,SSD,GTX 1650,15.6,No,621.54,AMD,Ryzen 7,0,0,1,38.85,1.2139,Mid-range,Mid (16GB)
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",Refurbished,HP,Pavilion,Intel Core i5,8,512,SSD,GTX 1050,16.1,No,545.38,Intel,Core i5,0,0,1,68.17,1.0652,Mid-range,Low (<=8GB)
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,SSD,GTX 1650,16.1,No,641.14,Intel,Core i7,0,0,1,40.07,1.2522,Mid-range,Mid (16GB)
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,SSD,RTX 2060,16.1,No,711.94,Intel,Core i7,0,0,1,44.5,1.3905,Mid-range,Mid (16GB)
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",Refurbished,HP,Pavilion,Intel Core i7,8,512,SSD,GTX 1650,17.3,No,663.38,Intel,Core i7,0,0,1,82.92,1.2957,Mid-range,Low (<=8GB)
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",Refurbished,HP,Pavilion,Intel Core i5,8,512,SSD,MX 130,14.0,No,565.54,Intel,Core i5,0,0,1,70.69,1.1046,Mid-range,Low (<=8GB)
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,13.3,No,749.99,Intel,Core i5,0,0,0,93.75,2.9296,Mid-range,Low (<=8GB)
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,14.0,No,1335.2,Intel,Core i5,0,0,0,166.9,5.2156,High-end,Low (<=8GB)
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,569.99,Intel,Core i5,0,0,0,71.25,2.2265,Mid-range,Low (<=8GB)
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,1031.89,Intel,Core i5,0,0,0,128.99,4.0308,High-end,Low (<=8GB)
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,16,512,SSD,Integrated,15.6,No,1298.15,Intel,Core i5,0,0,0,81.13,2.5354,High-end,Mid (16GB)
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i7,16,512,SSD,Integrated,15.6,No,1603.1,Intel,Core i7,0,0,0,100.19,3.1311,Premium,Mid (16GB)
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",Refurbished,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,16.1,No,624.78,Intel,Core i5,0,0,1,39.05,1.2203,Mid-range,Mid (16GB)
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",Refurbished,HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,735.84,AMD,Ryzen 5,0,0,1,45.99,1.4372,Mid-range,Mid (16GB)
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,Integrated,14.0,No,1619.46,Intel,Core i7,0,0,0,101.22,3.163,Premium,Mid (16GB)
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,T 500,15.6,No,2677.83,Intel,Core i7,0,0,1,167.36,5.2301,Premium,Mid (16GB)
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,RTX A3000,15.6,No,3848.01,Intel,Core i7,0,0,1,240.5,7.5156,Premium,Mid (16GB)
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,HP,Zbook,Intel Core i9,32,1000,SSD,Integrated,15.6,No,4805.65,Intel,Core i9,0,0,0,150.18,4.8056,Premium,High (32GB)
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,LG,15U70N,Intel Core i7,16,512,SSD,GTX 1050,15.6,No,704.24,Intel,Core i7,0,0,1,44.02,1.3755,Mid-range,Mid (16GB)
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,LG,Gram,Intel Core i5,8,256,SSD,Integrated,13.3,No,609.04,Intel,Core i5,0,0,0,76.13,2.3791,Mid-range,Low (<=8GB)
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,LG,Gram,Intel Evo Core i5,8,512,SSD,Integrated,14.0,No,701.28,Intel,Core i5,0,0,0,87.66,1.3697,Mid-range,Low (<=8GB)
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",Refurbished,LG,Gram,Intel Core i7,32,1000,SSD,Integrated,17.0,No,1424.19,Intel,Core i7,0,0,0,44.51,1.4242,High-end,High (32GB)
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,569.04,AMD,Ryzen 5,0,0,0,71.13,1.1114,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Integrated,14.0,No,699.0,Intel,Core i5,0,0,0,87.38,1.3652,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Integrated,14.0,No,649.0,Intel,Core i5,0,0,0,81.12,1.2676,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD 3020e,8,256,SSD,Integrated,15.6,No,299.0,AMD,Other,0,0,0,37.38,1.168,Budget,Low (<=8GB)
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Integrated,15.6,No,1010.27,AMD,Ryzen 5,0,0,0,63.14,1.9732,High-end,Mid (16GB)
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,713.83,AMD,Ryzen 5,0,0,0,89.23,1.3942,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Integrated,15.6,No,860.99,Intel,Core i5,0,1,0,53.81,1.6816,Mid-range,Mid (16GB)
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Celeron,8,256,SSD,Integrated,15.6,No,480.95,Intel,Celeron,0,0,0,60.12,1.8787,Budget,Low (<=8GB)
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Integrated,15.6,No,307.09,Intel,Core i3,0,0,0,38.39,1.1996,Budget,Low (<=8GB)
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,512,SSD,Integrated,15.6,No,719.79,Intel,Core i3,0,0,0,89.97,1.4058,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Integrated,15.6,No,866.86,Intel,Core i7,0,0,0,54.18,1.6931,Mid-range,Mid (16GB)
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Integrated,15.6,No,934.24,Intel,Core i7,0,0,0,116.78,1.8247,Mid-range,Low (<=8GB)
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Integrated,14.0,No,999.0,Intel,Core i5,0,0,0,62.44,1.9512,Mid-range,Mid (16GB)
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Integrated,14.0,Yes,899.0,Intel,Core i7,1,0,0,112.38,1.7559,Mid-range,Low (<=8GB)
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Integrated,14.0,Yes,537.19,Intel,Core i3,1,0,0,67.15,2.0984,Mid-range,Low (<=8GB)
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,Integrated,14.0,Yes,799.0,AMD,Ryzen 7,1,0,0,99.88,1.5605,Mid-range,Low (<=8GB)
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1249.0,AMD,Ryzen 7,0,0,1,78.06,1.249,High-end,Mid (16GB)
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,899.0,Intel,Core i7,0,0,1,56.19,1.7559,Mid-range,Mid (16GB)
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Integrated,15.6,No,802.61,Intel,Core i5,0,0,0,100.33,1.5676,Mid-range,Low (<=8GB)
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,256,SSD,Integrated,15.6,No,501.99,Intel,Core i7,0,0,0,62.75,1.9609,Mid-range,Low (<=8GB)
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1150.04,AMD,Ryzen 7,0,0,1,71.88,2.2462,High-end,Mid (16GB)
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1299.0,AMD,Ryzen 7,0,0,1,81.19,2.5371,High-end,Mid (16GB)
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,996.04,AMD,Ryzen 7,0,0,1,62.25,0.996,Mid-range,Mid (16GB)
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,1475.51,Intel,Core i7,0,0,1,92.22,2.8819,High-end,Mid (16GB)
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1799.0,Intel,Core i7,0,0,1,56.22,1.799,Premium,High (32GB)
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",Refurbished,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,2326.78,Intel,Core i7,0,0,1,145.42,2.3268,Premium,Mid (16GB)
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",Refurbished,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 3080,16.0,No,3337.69,Intel,Core i9,0,0,1,104.3,3.3377,Premium,High (32GB)
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,256,SSD,GTX 1660,15.6,No,875.54,Intel,Core i7,0,0,1,54.72,3.4201,Mid-range,Mid (16GB)
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,860.79,Intel,Core i7,0,0,1,53.8,1.6812,Mid-range,Mid (16GB)
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Integrated,14.0,No,719.79,Intel,Core i3,0,0,0,89.97,2.8117,Mid-range,Low (<=8GB)
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Integrated,14.0,No,1049.0,Intel,Core i5,0,0,0,65.56,2.0488,High-end,Mid (16GB)
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Integrated,14.0,No,585.29,Intel,Core i3,0,0,0,73.16,2.2863,Mid-range,Low (<=8GB)
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Integrated,14.0,No,976.18,Intel,Core i5,0,0,0,61.01,1.9066,Mid-range,Mid (16GB)
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,418.79,AMD,Ryzen 3,0,0,0,52.35,1.6359,Budget,Low (<=8GB)
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",Refurbished,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,970.48,Intel,Core i5,0,0,0,121.31,3.7909,Mid-range,Low (<=8GB)
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Integrated,15.6,No,426.39,Intel,Core i3,0,0,0,53.3,1.6656,Budget,Low (<=8GB)
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,Integrated,14.0,No,882.56,Intel,Core i5,0,0,0,110.32,1.7238,Mid-range,Low (<=8GB)
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Integrated,15.6,No,735.92,Intel,Core i7,0,0,0,91.99,2.8747,Mid-range,Low (<=8GB)
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Integrated,13.3,Yes,1151.84,Intel,Core i5,1,0,0,71.99,2.2497,High-end,Mid (16GB)
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Integrated,14.0,No,1074.06,Intel,Core i5,0,0,0,67.13,2.0978,High-end,Mid (16GB)
"Lenovo ThinkPad L390 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,13.3,No,1031.46,Intel,Core i5,0,0,0,128.93,4.0291,High-end,Low (<=8GB)
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Integrated,14.0,No,1199.0,Intel,Core i7,0,0,0,149.88,4.6836,High-end,Low (<=8GB)
"Lenovo ThinkPad L580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,15.6,No,846.56,Intel,Core i5,0,0,0,105.82,3.3069,Mid-range,Low (<=8GB)
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,Integrated,15.6,No,651.6,Intel,Core i5,0,0,0,81.45,1.2727,Mid-range,Low (<=8GB)
"Lenovo ThinkPad P52s Intel Core i7-8550U/8GB/256GB SSD/Quadro P500/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,P 500,15.6,No,877.63,Intel,Core i7,0,0,1,109.7,3.4282,Mid-range,Low (<=8GB)
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,Integrated,14.0,No,1439.26,AMD,Ryzen 7,0,0,0,89.95,2.8111,High-end,Mid (16GB)
"Lenovo ThinkPad T14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Integrated,14.0,No,738.0,Intel,Core i5,0,0,0,46.12,1.4414,Mid-range,Mid (16GB)
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,14.0,No,1251.91,Intel,Core i5,0,0,0,156.49,4.8903,High-end,Low (<=8GB)
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Evo Core i7,16,512,SSD,Integrated,14.0,No,2204.98,Intel,Core i7,0,0,0,137.81,4.3066,Premium,Mid (16GB)
"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,14.0,No,475.0,Intel,Core i5,0,0,0,59.38,1.8555,Budget,Low (<=8GB)
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Integrated,14.0,No,767.75,Intel,Core i7,0,0,0,95.97,2.999,Mid-range,Low (<=8GB)
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Integrated,14.0,No,847.12,Intel,Core i7,0,0,0,105.89,3.3091,Mid-range,Low (<=8GB)
"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,Integrated,14.0,No,898.84,Intel,Core i7,0,0,0,56.18,1.7555,Mid-range,Mid (16GB)
"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,15.6,No,802.0,Intel,Core i5,0,0,0,100.25,3.1328,Mid-range,Low (<=8GB)
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,512,SSD,Integrated,14.0,No,587.32,Intel,Core i7,0,0,0,73.42,1.1471,Mid-range,Low (<=8GB)
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,2228.08,Intel,Core i7,0,0,1,139.26,4.3517,Premium,Mid (16GB)
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,Integrated,14.0,Yes,999.0,Intel,Core i7,1,0,0,62.44,1.9512,Mid-range,Mid (16GB)
"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Integrated,13.3,Yes,1779.0,Intel,Core i5,1,0,0,111.19,3.4746,Premium,Mid (16GB)
"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",Refurbished,Lenovo,V14,AMD Ryzen 5,8,256,SSD,Integrated,14.0,No,739.61,AMD,Ryzen 5,0,0,0,92.45,2.8891,Mid-range,Low (<=8GB)
